,name,points,url,Достоверность маркировки,Антибиотики,Микробиология,Безопасность,Качество,Фальсификация,Органолептика,Содержание потенциально опасных веществ,Микробиологическая безопасность,Маркировка,Потребительские свойства,Потенциально вредные вещества,Пестициды нормируемые,Пестициды,Экокритерии,Антибиотики и токсичные элементы,Физико-химические показатели,Показатели качества,Введение потребителя в заблуждение,Достоверность информации,Органолептические и физико-химические показатели,Органолептические показатели,Консерванты,Витамины,Пищевая ценность,Минеральные вещества,Синтетические красители,Подсластители,Красители
115,Коровка из Кореновки,3.86,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/morozhenoe-plombir-shokoladnyy/,2.5,5.0,5.0,5.0,2.45,5.0,3.0,,,3.75,1.9,5.0,,5.0,,,,,,,,,,,,,,,
116,Купино,3.8,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/morozhenoe-plombir-shokoladnyy/,2.5,5.0,5.0,5.0,2.25,5.0,3.0,,,3.75,1.5,5.0,,5.0,,,,,,,,,,,,,,,
117,Мясновъ,3.755,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/morozhenoe-plombir-shokoladnyy/,5.0,5.0,5.0,3.5,2.85,5.0,1.0,,,5.0,4.7,5.0,,0.0,,,,,,,,,,,,,,,
118,Гроспирон,3.355,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/morozhenoe-plombir-shokoladnyy/,5.0,5.0,0.0,1.75,3.85,5.0,3.0,,,5.0,4.7,5.0,,5.0,,,,,,,,,,,,,,,
119,Свитлогорье,3.35,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/morozhenoe-plombir-shokoladnyy/,5.0,5.0,5.0,3.5,1.5,5.0,3.0,,,5.0,0.0,0.0,,5.0,,,,,,,,,,,,,,,
120,Ашан,3.34,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/morozhenoe-plombir-shokoladnyy/,5.0,5.0,0.0,1.75,3.8,5.0,3.0,,,5.0,4.6,5.0,,5.0,,,,,,,,,,,,,,,
121,Золотой стандарт,2.975,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/morozhenoe-plombir-shokoladnyy/,0.0,5.0,5.0,3.5,2.75,5.0,1.0,,,2.5,4.5,5.0,,0.0,,,,,,,,,,,,,,,
122,Глобус,2.74,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/morozhenoe-plombir-shokoladnyy/,5.0,5.0,0.0,1.75,1.8,5.0,3.0,,,5.0,0.6,5.0,,5.0,,,,,,,,,,,,,,,
123,Избёнка,2.425,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/morozhenoe-plombir-shokoladnyy/,5.0,5.0,0.0,1.75,0.75,5.0,0.0,,,5.0,1.5,5.0,,5.0,,,,,,,,,,,,,,,
124,Valio,5.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,5.0,5.0,,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,
125,Слобода,5.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,,,,5.0,5.0,,,,5.0,5.0,,5.0,,,,,,,,,,,,,,,,,
126,Снежок,5.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,,,,5.0,5.0,,,,5.0,5.0,,5.0,,,,,,,,,,,,,,,,,
127,Чудо,5.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,,,,5.0,5.0,,,,5.0,5.0,,5.0,,,,,,,,,,,,,,,,,
128,Epica,4.988,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,5.0,5.0,,5.0,4.94,5.0,5.0,,5.0,5.0,4.9,5.0,,,,,,,,,,,,,,,,,
129,Активиа,4.988,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,5.0,5.0,,5.0,4.94,5.0,5.0,,5.0,5.0,4.9,5.0,,,,,,,,,,,,,,,,,
130,Слобода,4.988,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,5.0,5.0,,5.0,4.94,5.0,5.0,,5.0,5.0,4.9,5.0,,,,,,,,,,,,,,,,,
131,Вкуснотеево,4.976,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,5.0,5.0,,5.0,4.88,5.0,5.0,,5.0,5.0,4.8,5.0,,,,,,,,,,,,,,,,,
132,Красная цена,4.976,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,5.0,5.0,,5.0,4.88,5.0,5.0,,5.0,5.0,4.8,5.0,,,,,,,,,,,,,,,,,
133,Эковакино,4.97,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,,,,5.0,4.9,,,,5.0,5.0,,5.0,,,,,,,,,,,,,,,,,
134,Избёнка,4.91,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,,,,5.0,4.7,,,,5.0,5.0,,5.0,,,,,,,,,,,,,,,,,
135,Epica,4.8,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,,,,5.0,5.0,,,,5.0,4.0,,5.0,,,,,,,,,,,,,,,,,
136,Вологодский молочный,4.8,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,,,,5.0,5.0,,,,5.0,4.0,,5.0,,,,,,,,,,,,,,,,,
137,Вятушка,4.8,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,,,,5.0,5.0,,,,5.0,4.0,,5.0,,,,,,,,,,,,,,,,,
138,Киржачский,4.8,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,,,,5.0,5.0,,,,5.0,4.0,,5.0,,,,,,,,,,,,,,,,,
139,"Три коровы, два кота",4.8,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,,,,5.0,5.0,,,,5.0,4.0,,5.0,,,,,,,,,,,,,,,,,
140,Царка,4.8,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,,,,5.0,5.0,,,,5.0,4.0,,5.0,,,,,,,,,,,,,,,,,
141,Landliebe,4.77,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,,,,5.0,4.9,,,,5.0,4.0,,5.0,,,,,,,,,,,,,,,,,
142,Домик в деревне,4.71,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,,,,5.0,4.7,,,,5.0,4.0,,5.0,,,,,,,,,,,,,,,,,
143,Биоактивиа,4.6,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,,,,5.0,5.0,,,,5.0,3.0,,5.0,,,,,,,,,,,,,,,,,
144,Авида,4.568,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,5.0,5.0,,5.0,2.84,5.0,5.0,,5.0,5.0,1.4,5.0,,,,,,,,,,,,,,,,,
145,Рузское молоко,4.568,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,5.0,5.0,,5.0,2.84,5.0,5.0,,5.0,5.0,1.4,5.0,,,,,,,,,,,,,,,,,
146,Бежин луг,4.556,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,5.0,5.0,,5.0,2.78,5.0,5.0,,5.0,5.0,1.3,5.0,,,,,,,,,,,,,,,,,
147,BioБаланс,4.438,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,2.5,5.0,,5.0,4.94,2.0,5.0,,5.0,3.625,4.9,5.0,,,,,,,,,,,,,,,,,
148,Фермер рекомендует,4.418,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,5.0,5.0,,5.0,2.84,2.5,5.0,,5.0,4.625,1.4,5.0,,,,,,,,,,,,,,,,,
149,Emmi,4.37,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,,,,5.0,4.9,,,,5.0,2.0,,5.0,,,,,,,,,,,,,,,,,
150,Красногорский,4.37,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,,,,5.0,4.9,,,,5.0,2.0,,5.0,,,,,,,,,,,,,,,,,
151,Агрокомплекс,4.36,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,,,,4.5,3.7,,,,4.0,5.0,,5.0,,,,,,,,,,,,,,,,,
152,Чудо,4.356,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,5.0,5.0,,5.0,1.78,5.0,2.5,,5.0,5.0,1.3,5.0,,,,,,,,,,,,,,,,,
153,Эконива,3.926,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,2.5,5.0,,5.0,3.88,5.0,2.5,,5.0,2.875,4.8,5.0,,,,,,,,,,,,,,,,,
154,Савушкин,3.76,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,,,,5.0,4.2,,,,5.0,0.0,,5.0,,,,,,,,,,,,,,,,,
155,Ростагроэкспорт,3.706,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,2.5,5.0,,5.0,2.78,5.0,5.0,,5.0,2.875,1.3,5.0,,,,,,,,,,,,,,,,,
156,Danone,3.55,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,,,,2.5,5.0,,,,5.0,4.0,,0.0,,,,,,,,,,,,,,,,,
157,Valio,3.55,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,,,,2.5,5.0,,,,5.0,4.0,,0.0,,,,,,,,,,,,,,,,,
158,ВкусВилл,3.506,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,2.5,5.0,,5.0,1.78,5.0,2.5,,5.0,2.875,1.3,5.0,,,,,,,,,,,,,,,,,
159,Вкуснотеево,3.37,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,,,,2.5,4.4,,,,0.0,4.0,,5.0,,,,,,,,,,,,,,,,,
160,Б.Ю.Александров,3.26,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,,,,2.5,4.7,,,,0.0,3.0,,5.0,,,,,,,,,,,,,,,,,
161,Милково,3.22,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,,,,2.5,3.9,,,,0.0,4.0,,5.0,,,,,,,,,,,,,,,,,
162,Белый город,2.768,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,5.0,5.0,,0.5,2.84,5.0,5.0,,0.0,5.0,1.4,5.0,,,,,,,,,,,,,,,,,
163,Ирбитский,2.57,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,,,,2.5,4.4,,,,0.0,0.0,,5.0,,,,,,,,,,,,,,,,,
164,"То, что надо!",2.152,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,2.5,5.0,,0.5,4.76,2.5,5.0,,0.0,2.5,4.6,5.0,,,,,,,,,,,,,,,,,
165,Ирбитский,1.906,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,2.5,5.0,,0.5,2.78,5.0,5.0,,0.0,2.875,1.3,5.0,,,,,,,,,,,,,,,,,
166,Искренне Ваш,1.85,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,,,,2.5,0.0,,,,0.0,3.0,,5.0,,,,,,,,,,,,,,,,,
167,365 Дней,1.302,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,0.0,5.0,,0.5,4.76,2.5,5.0,,0.0,0.375,4.6,5.0,,,,,,,,,,,,,,,,,
168,Мясновъ,1.252,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/yogurty/,0.0,5.0,,0.5,3.76,5.0,2.5,,0.0,0.75,4.6,5.0,,,,,,,,,,,,,,,,,
169,Коровка из Кореновки,5.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-obezzhirennyy/,5.0,5.0,,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,,,5.0,,,,,,,,,,,,,,
170,Дмитрогорский продукт,4.775,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-obezzhirennyy/,5.0,5.0,,5.0,4.438,5.0,5.0,,5.0,5.0,3.875,5.0,,,5.0,,,,,,,,,,,,,,
171,Б.Ю.Александров,4.375,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-obezzhirennyy/,5.0,5.0,,5.0,3.438,5.0,3.0,,5.0,5.0,3.875,5.0,,,5.0,,,,,,,,,,,,,,
172,President,4.05,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-obezzhirennyy/,4.5,5.0,,5.0,2.875,5.0,3.0,,5.0,4.5,2.75,5.0,,,5.0,,,,,,,,,,,,,,
173,Ирбитский,3.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-obezzhirennyy/,5.0,5.0,,5.0,0.0,5.0,3.0,,5.0,5.0,0.0,5.0,,,5.0,,,,,,,,,,,,,,
174,Простоквашино,3.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-obezzhirennyy/,5.0,5.0,,5.0,0.0,5.0,5.0,,5.0,5.0,0.0,5.0,,,5.0,,,,,,,,,,,,,,
175,Вкуснотеевo,2.775,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-obezzhirennyy/,5.0,5.0,,0.0,4.438,5.0,5.0,,0.0,5.0,3.875,5.0,,,5.0,,,,,,,,,,,,,,
176,Село зеленое,2.775,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-obezzhirennyy/,5.0,5.0,,0.0,4.438,5.0,5.0,,0.0,5.0,3.875,5.0,,,5.0,,,,,,,,,,,,,,
177,Будем здоровы,2.6,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-obezzhirennyy/,5.0,5.0,,0.0,4.0,5.0,3.0,,0.0,5.0,5.0,5.0,,,5.0,,,,,,,,,,,,,,
178,Искренне ваш,2.6,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-obezzhirennyy/,5.0,5.0,,0.0,4.0,5.0,3.0,,0.0,5.0,5.0,5.0,,,5.0,,,,,,,,,,,,,,
179,Свежее завтра,2.6,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-obezzhirennyy/,5.0,5.0,,0.0,4.0,5.0,3.0,,0.0,5.0,5.0,5.0,,,5.0,,,,,,,,,,,,,,
180,Амка,2.55,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-obezzhirennyy/,5.0,5.0,,0.0,3.875,5.0,5.0,,0.0,5.0,2.75,5.0,,,5.0,,,,,,,,,,,,,,
181,Рузское молоко,2.4,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-obezzhirennyy/,4.0,5.0,,0.0,4.0,5.0,3.0,,0.0,4.0,5.0,5.0,,,5.0,,,,,,,,,,,,,,
182,Избёнка,1.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-obezzhirennyy/,5.0,5.0,,0.0,0.0,5.0,3.0,,0.0,5.0,0.0,5.0,,,5.0,,,,,,,,,,,,,,
183,President,5.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,5.0,,5.0,,,,,,,,,,5.0,5.0,,,,,,,,,,,,
184,Агрокомплекс,5.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,5.0,,5.0,,,,,,,,,,5.0,5.0,,,,,,,,,,,,
185,Амка,5.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,5.0,,5.0,,,,,,,,,,5.0,5.0,,,,,,,,,,,,
186,Белый Город,5.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,5.0,,5.0,,,,,,,,,,5.0,5.0,,,,,,,,,,,,
187,Брест Литовский,5.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,5.0,,5.0,,,,,,,,,,5.0,5.0,,,,,,,,,,,,
188,Вожгалы,5.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,5.0,,5.0,,,,,,,,,,5.0,5.0,,,,,,,,,,,,
189,Вологжанка,5.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,5.0,,5.0,,,,,,,,,,5.0,5.0,,,,,,,,,,,,
190,Вятушка,5.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,5.0,,5.0,,,,,,,,,,5.0,5.0,,,,,,,,,,,,
191,Заливные Луга,5.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,5.0,,5.0,,,,,,,,,,5.0,5.0,,,,,,,,,,,,
192,Коровка из Кореновки,5.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,5.0,,5.0,5.0,,5.0,5.0,,,5.0,,,,,,5.0,5.0,5.0,,,,,,,,,,,
193,Красногорский,5.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,5.0,,5.0,,,,,,,,,,5.0,5.0,,,,,,,,,,,,
194,Кубанская буренка,5.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,5.0,,5.0,,,,,,,,,,5.0,5.0,,,,,,,,,,,,
195,Молочный комбинат «Ставропольский»,5.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,5.0,,5.0,,,,,,,,,,5.0,5.0,,,,,,,,,,,,
196,Першинский,5.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,5.0,,5.0,,,,,,,,,,5.0,5.0,,,,,,,,,,,,
197,Рузский,5.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,5.0,,5.0,,,,,,,,,,5.0,5.0,,,,,,,,,,,,
198,Славмо,5.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,5.0,,5.0,,,,,,,,,,5.0,5.0,,,,,,,,,,,,
199,Томмолоко,5.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,5.0,,5.0,,,,,,,,,,5.0,5.0,,,,,,,,,,,,
200,Томское молоко,5.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,5.0,,5.0,,,,,,,,,,5.0,5.0,,,,,,,,,,,,
201,Шекснинский маслозавод,4.855,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.71,,5.0,,,,,,,,,,4.42,5.0,,,,,,,,,,,,
202,Городецкий Молочный Завод,4.8338,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.668,,5.0,,,,,,,,,,4.335,5.0,,,,,,,,,,,,
203,Деревенское молочко,4.8338,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.668,,5.0,,,,,,,,,,4.335,5.0,,,,,,,,,,,,
204,Залесский Фермер,4.8338,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.668,,5.0,,,,,,,,,,4.335,5.0,,,,,,,,,,,,
205,Иван Поддубный,4.8338,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.668,,5.0,,,,,,,,,,4.335,5.0,,,,,,,,,,,,
206,Из села Удоево,4.8338,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.668,,5.0,,,,,,,,,,4.335,5.0,,,,,,,,,,,,
207,Лебедянь,4.8338,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.668,,5.0,,,,,,,,,,4.335,5.0,,,,,,,,,,,,
208,Нежеголь,4.8338,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.668,,5.0,,,,,,,,,,4.335,5.0,,,,,,,,,,,,
209,Свежее завтра,4.8338,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.668,,5.0,,,,,,,,,,4.335,5.0,,,,,,,,,,,,
210,"То, что надо",4.8338,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.668,,5.0,,,,,,,,,,4.335,5.0,,,,,,,,,,,,
211,Простоквашино,4.8,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,5.0,,5.0,5.0,,5.0,3.0,,,5.0,,,,,,5.0,5.0,4.0,,,,,,,,,,,
212,Домик в деревне,4.7,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,5.0,,5.0,5.0,,5.0,3.0,,,5.0,,,,,,5.0,4.0,3.5,,,,,,,,,,,
213,Савушкин Хуторок,4.7,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,5.0,,5.0,5.0,,5.0,3.0,,,5.0,,,,,,5.0,4.0,3.5,,,,,,,,,,,
214,Zorka,4.6425,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.285,,5.0,,,,,,,,,,3.57,5.0,,,,,,,,,,,,
215,Белые Росы,4.6425,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.285,,5.0,,,,,,,,,,3.57,5.0,,,,,,,,,,,,
216,Дмитровский молочный завод,4.6425,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.285,,5.0,,,,,,,,,,3.57,5.0,,,,,,,,,,,,
217,Домашенька,4.6425,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.285,,5.0,,,,,,,,,,3.57,5.0,,,,,,,,,,,,
218,Ростагроэкспорт,4.6425,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.285,,5.0,,,,,,,,,,3.57,5.0,,,,,,,,,,,,
219,Серышевский,4.6425,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.285,,5.0,,,,,,,,,,3.57,5.0,,,,,,,,,,,,
220,Снежок,4.6425,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.285,,5.0,,,,,,,,,,3.57,5.0,,,,,,,,,,,,
221,Братья Чебурашкины,4.6,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,3.0,,5.0,5.0,,5.0,5.0,,,4.0,,,,,,5.0,4.0,4.5,,,,,,,,,,,
222,Сергеевское,4.55,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,5.0,,3.5,,,,,,,,,,5.0,5.0,,,,,,,,,,,,
223,Лакт,4.4513,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,3.903,,5.0,,,,,,,,,,2.805,5.0,,,,,,,,,,,,
224,Стожок,4.0,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,5.0,,5.0,,,,,,,,,,5.0,0.0,,,,,,,,,,,,
225,ГринАгро,3.8338,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.668,,5.0,,,,,,,,,,4.335,0.0,,,,,,,,,,,,
226,Ирбитский,3.8338,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.668,,5.0,,,,,,,,,,4.335,0.0,,,,,,,,,,,,
227,Киржачский молочный завод,3.8338,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.668,,5.0,,,,,,,,,,4.335,0.0,,,,,,,,,,,,
228,Косулинское Молоко,3.8338,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.668,,5.0,,,,,,,,,,4.335,0.0,,,,,,,,,,,,
229,Полевское,3.8338,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.668,,5.0,,,,,,,,,,4.335,0.0,,,,,,,,,,,,
230,Белозорие,3.5,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,5.0,,0.0,,,,,,,,,,5.0,5.0,,,,,,,,,,,,
231,Из Старой Деревни,3.5,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,5.0,,0.0,,,,,,,,,,5.0,5.0,,,,,,,,,,,,
232,Балтком,3.355,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.71,,0.0,,,,,,,,,,4.42,5.0,,,,,,,,,,,,
233,Волжские Просторы,3.3338,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.668,,0.0,,,,,,,,,,4.335,5.0,,,,,,,,,,,,
234,Круглый год,3.3338,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.668,,0.0,,,,,,,,,,4.335,5.0,,,,,,,,,,,,
235,Племенной Завод Приневское,3.3338,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.668,,0.0,,,,,,,,,,4.335,5.0,,,,,,,,,,,,
236,Байкальский Творог,3.1425,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.285,,0.0,,,,,,,,,,3.57,5.0,,,,,,,,,,,,
237,Дмитрогорский продукт,3.1425,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.285,,0.0,,,,,,,,,,3.57,5.0,,,,,,,,,,,,
238,Лосево,3.1425,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.285,,0.0,,,,,,,,,,3.57,5.0,,,,,,,,,,,,
239,Останкинское,3.1425,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,5.0,4.285,,0.0,,,,,,,,,,3.57,5.0,,,,,,,,,,,,
240,Billa,2.5,https://rskrf.ru/ratings/produkty-pitaniya/molochnye-produkty/tvorog-9-zhirnosti/,,,0.0,0.0,,5.0,,,,,,,,,,4.335,5.0,,,,,,,,,,,,
